,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:20:00,-1.8095238095238095,-3.9047619047619047,3.380952380952381,-0.7619047619047619,-1.4761904761904763,-2.380952380952381,-2.619047619047619,4.190476190476191,3.5714285714285716,1.380952380952381,1.0952380952380953,0.23809523809523808
2020-09-23 14:21:00,-1.8181818181818181,-4.0,3.227272727272727,-0.9545454545454546,-1.5,-2.5,-2.8181818181818183,4.318181818181818,3.727272727272727,1.4545454545454546,1.3181818181818181,0.3181818181818182
2020-09-23 14:22:00,-1.7826086956521738,-4.086956521739131,3.130434782608696,-1.0869565217391304,-1.5217391304347827,-2.5652173913043477,-3.0,4.478260869565218,3.8260869565217392,1.5217391304347827,1.5217391304347827,0.34782608695652173
2020-09-23 14:23:00,-1.7916666666666667,-4.125,3.0,-1.1666666666666667,-1.5833333333333333,-2.5833333333333335,-3.2083333333333335,4.666666666666667,3.9166666666666665,1.625,1.7083333333333333,0.4166666666666667
2020-09-23 14:24:00,-1.76,-4.2,2.84,-1.24,-1.6,-2.64,-3.44,4.8,4.0,1.68,1.92,0.44
2020-09-23 14:25:00,-1.7692307692307692,-4.3076923076923075,2.6923076923076925,-1.3461538461538463,-1.5769230769230769,-2.730769230769231,-3.6538461538461537,4.923076923076923,4.076923076923077,1.7692307692307692,2.1153846153846154,0.46153846153846156
2020-09-23 14:26:00,-1.7777777777777777,-4.407407407407407,2.5555555555555554,-1.4814814814814814,-1.5555555555555556,-2.7777777777777777,-3.8518518518518516,5.0,4.148148148148148,1.8148148148148149,2.3333333333333335,0.48148148148148145
2020-09-23 14:27:00,-1.7857142857142858,-4.535714285714286,2.392857142857143,-1.6428571428571428,-1.5,-2.7857142857142856,-4.0,5.071428571428571,4.25,1.8571428571428572,2.5357142857142856,0.4642857142857143
2020-09-23 14:28:00,-1.8275862068965518,-4.689655172413793,2.2413793103448274,-1.8275862068965518,-1.4137931034482758,-2.7586206896551726,-4.137931034482759,5.172413793103448,4.344827586206897,1.896551724137931,2.7586206896551726,0.4827586206896552
2020-09-23 14:29:00,-1.9,-4.866666666666666,2.066666666666667,-2.033333333333333,-1.3,-2.7,-4.233333333333333,5.233333333333333,4.433333333333334,1.9666666666666666,2.933333333333333,0.5
2020-09-23 14:30:00,-1.935483870967742,-5.0,1.903225806451613,-2.193548387096774,-1.2258064516129032,-2.6451612903225805,-4.354838709677419,5.32258064516129,4.516129032258065,2.064516129032258,3.096774193548387,0.4838709677419355
2020-09-23 14:31:00,-1.96875,-5.09375,1.75,-2.375,-1.125,-2.5625,-4.4375,5.4375,4.59375,2.125,3.21875,0.46875
2020-09-23 14:32:00,-2.0303030303030303,-5.151515151515151,1.6363636363636365,-2.5757575757575757,-1.0606060606060606,-2.484848484848485,-4.515151515151516,5.515151515151516,4.636363636363637,2.1818181818181817,3.3636363636363638,0.48484848484848486
2020-09-23 14:33:00,-2.1176470588235294,-5.235294117647059,1.5,-2.735294117647059,-1.0,-2.3823529411764706,-4.588235294117647,5.588235294117647,4.676470588235294,2.2058823529411766,3.5294117647058822,0.5
2020-09-23 14:34:00,-2.2285714285714286,-5.3428571428571425,1.4,-2.857142857142857,-0.9142857142857143,-2.2857142857142856,-4.6571428571428575,5.685714285714286,4.742857142857143,2.2285714285714286,3.7142857142857144,0.4857142857142857
2020-09-23 14:35:00,-2.361111111111111,-5.444444444444445,1.3055555555555556,-2.9444444444444446,-0.8333333333333334,-2.2222222222222223,-4.75,5.75,4.777777777777778,2.25,3.888888888888889,0.5
2020-09-23 14:36:00,-2.4864864864864864,-5.513513513513513,1.2162162162162162,-3.027027027027027,-0.7837837837837838,-2.135135135135135,-4.837837837837838,5.8108108108108105,4.8108108108108105,2.2432432432432434,4.027027027027027,0.5405405405405406
2020-09-23 14:37:00,-2.6315789473684212,-5.578947368421052,1.105263157894737,-3.1052631578947367,-0.7105263157894737,-2.0526315789473686,-4.921052631578948,5.842105263157895,4.842105263157895,2.263157894736842,4.184210526315789,0.5789473684210527
2020-09-23 14:38:00,-2.769230769230769,-5.641025641025641,0.9743589743589743,-3.2051282051282053,-0.6153846153846154,-1.9743589743589745,-5.0256410256410255,5.846153846153846,4.871794871794871,2.282051282051282,4.333333333333333,0.6410256410256411
2020-09-23 14:39:00,-2.925,-5.7,0.875,-3.3,-0.55,-1.875,-5.15,5.825,4.875,2.3,4.5,0.725
2020-09-23 14:40:00,-3.048780487804878,-5.7317073170731705,0.7804878048780488,-3.3658536585365852,-0.4878048780487805,-1.8048780487804879,-5.2682926829268295,5.780487804878049,4.853658536585366,2.317073170731707,4.682926829268292,0.8048780487804879
2020-09-23 14:41:00,-3.1904761904761907,-5.738095238095238,0.6666666666666666,-3.4047619047619047,-0.40476190476190477,-1.7380952380952381,-5.380952380952381,5.761904761904762,4.857142857142857,2.3095238095238093,4.880952380952381,0.8571428571428571
2020-09-23 14:42:00,-3.302325581395349,-5.767441860465116,0.5581395348837209,-3.441860465116279,-0.3488372093023256,-1.6511627906976745,-5.465116279069767,5.744186046511628,4.8604651162790695,2.3255813953488373,5.069767441860465,0.9069767441860465
2020-09-23 14:43:00,-3.3863636363636362,-5.818181818181818,0.4772727272727273,-3.4545454545454546,-0.29545454545454547,-1.5909090909090908,-5.5227272727272725,5.7272727272727275,4.886363636363637,2.340909090909091,5.2272727272727275,0.9545454545454546
2020-09-23 14:44:00,-3.488888888888889,-5.888888888888889,0.4,-3.466666666666667,-0.2222222222222222,-1.5333333333333334,-5.555555555555555,5.711111111111111,4.888888888888889,2.3555555555555556,5.4,1.0
2020-09-23 14:45:00,-3.6222222222222222,-6.088888888888889,0.35555555555555557,-3.533333333333333,-0.13333333333333333,-1.488888888888889,-5.688888888888889,5.844444444444444,4.955555555555556,2.3777777777777778,5.688888888888889,1.0888888888888888
2020-09-23 14:46:00,-3.7333333333333334,-6.288888888888889,0.3111111111111111,-3.6222222222222222,0.0,-1.4444444444444444,-5.844444444444444,6.0,5.0,2.4444444444444446,5.977777777777778,1.1555555555555554
2020-09-23 14:47:00,-3.8222222222222224,-6.533333333333333,0.26666666666666666,-3.7555555555555555,0.13333333333333333,-1.4222222222222223,-6.044444444444444,6.111111111111111,5.022222222222222,2.5555555555555554,6.222222222222222,1.2444444444444445
2020-09-23 14:48:00,-3.933333333333333,-6.777777777777778,0.17777777777777778,-3.8666666666666667,0.24444444444444444,-1.4,-6.266666666666667,6.2444444444444445,5.0,2.6666666666666665,6.511111111111111,1.3111111111111111
2020-09-23 14:49:00,-4.0,-7.044444444444444,0.044444444444444446,-4.0,0.4,-1.4222222222222223,-6.444444444444445,6.333333333333333,4.977777777777778,2.7555555555555555,6.822222222222222,1.3555555555555556
2020-09-23 14:50:00,-4.066666666666666,-7.266666666666667,-0.13333333333333333,-4.088888888888889,0.6,-1.4666666666666666,-6.6,6.4222222222222225,4.977777777777778,2.8,7.155555555555556,1.4
2020-09-23 14:51:00,-4.133333333333334,-7.488888888888889,-0.26666666666666666,-4.177777777777778,0.7777777777777778,-1.5333333333333334,-6.777777777777778,6.555555555555555,4.933333333333334,2.888888888888889,7.511111111111111,1.488888888888889
2020-09-23 14:52:00,-4.222222222222222,-7.688888888888889,-0.4,-4.266666666666667,0.9333333333333333,-1.5555555555555556,-6.933333333333334,6.644444444444445,4.866666666666666,2.9555555555555557,7.822222222222222,1.5777777777777777
2020-09-23 14:53:00,-4.311111111111111,-7.844444444444444,-0.5333333333333333,-4.4,1.0666666666666667,-1.5333333333333334,-7.066666666666666,6.733333333333333,4.822222222222222,3.022222222222222,8.133333333333333,1.6444444444444444
2020-09-23 14:54:00,-4.355555555555555,-8.0,-0.6444444444444445,-4.511111111111111,1.2444444444444445,-1.488888888888889,-7.2,6.844444444444444,4.7555555555555555,3.111111111111111,8.422222222222222,1.711111111111111
2020-09-23 14:55:00,-4.4,-8.133333333333333,-0.7777777777777778,-4.666666666666667,1.4,-1.4444444444444444,-7.333333333333333,6.977777777777778,4.666666666666667,3.1777777777777776,8.71111111111111,1.7555555555555555
2020-09-23 14:56:00,-4.444444444444445,-8.266666666666667,-0.9111111111111111,-4.822222222222222,1.6,-1.4,-7.4222222222222225,7.066666666666666,4.555555555555555,3.2222222222222223,8.977777777777778,1.8222222222222222
2020-09-23 14:57:00,-4.466666666666667,-8.422222222222222,-1.0444444444444445,-4.977777777777778,1.7555555555555555,-1.3333333333333333,-7.488888888888889,7.155555555555556,4.444444444444445,3.2888888888888888,9.244444444444444,1.9111111111111112
2020-09-23 14:58:00,-4.466666666666667,-8.533333333333333,-1.2,-5.155555555555556,1.9111111111111112,-1.2444444444444445,-7.533333333333333,7.2444444444444445,4.355555555555555,3.3555555555555556,9.488888888888889,2.0
2020-09-23 14:59:00,-4.466666666666667,-8.644444444444444,-1.3111111111111111,-5.333333333333333,2.066666666666667,-1.1555555555555554,-7.5777777777777775,7.333333333333333,4.222222222222222,3.422222222222222,9.71111111111111,2.0444444444444443
2020-09-23 15:00:00,-4.466666666666667,-8.755555555555556,-1.4444444444444444,-5.466666666666667,2.1777777777777776,-1.0666666666666667,-7.6,7.444444444444445,4.066666666666666,3.466666666666667,9.955555555555556,2.0444444444444443
2020-09-23 15:01:00,-4.444444444444445,-8.88888888888889,-1.5777777777777777,-5.555555555555555,2.311111111111111,-0.9333333333333333,-7.644444444444445,7.533333333333333,3.911111111111111,3.533333333333333,10.2,2.022222222222222
2020-09-23 15:02:00,-4.444444444444445,-9.022222222222222,-1.6888888888888889,-5.644444444444445,2.4444444444444446,-0.7555555555555555,-7.644444444444445,7.622222222222222,3.7777777777777777,3.6444444444444444,10.422222222222222,2.022222222222222
2020-09-23 15:03:00,-4.4,-9.133333333333333,-1.8,-5.733333333333333,2.533333333333333,-0.5777777777777777,-7.622222222222222,7.666666666666667,3.6,3.7333333333333334,10.688888888888888,2.0444444444444443
2020-09-23 15:04:00,-4.4,-9.2,-1.9111111111111112,-5.8,2.6,-0.4,-7.5777777777777775,7.733333333333333,3.4,3.8,10.911111111111111,2.088888888888889
2020-09-23 15:05:00,-4.355555555555555,-9.244444444444444,-2.0,-5.822222222222222,2.688888888888889,-0.26666666666666666,-7.511111111111111,7.8,3.2,3.8444444444444446,11.088888888888889,2.1333333333333333
2020-09-23 15:06:00,-4.311111111111111,-9.28888888888889,-2.066666666666667,-5.8,2.7777777777777777,-0.1111111111111111,-7.444444444444445,7.866666666666666,2.977777777777778,3.888888888888889,11.244444444444444,2.1555555555555554
2020-09-23 15:07:00,-4.266666666666667,-9.311111111111112,-2.1555555555555554,-5.777777777777778,2.888888888888889,0.0,-7.4,7.888888888888889,2.8,3.933333333333333,11.377777777777778,2.1777777777777776
2020-09-23 15:08:00,-4.177777777777778,-9.377777777777778,-2.2,-5.777777777777778,3.022222222222222,0.1111111111111111,-7.311111111111111,7.866666666666666,2.6,3.9555555555555557,11.533333333333333,2.1777777777777776
2020-09-23 15:09:00,-4.133333333333334,-9.422222222222222,-2.2222222222222223,-5.777777777777778,3.1333333333333333,0.26666666666666666,-7.222222222222222,7.888888888888889,2.422222222222222,3.977777777777778,11.666666666666666,2.2222222222222223
2020-09-23 15:10:00,-4.044444444444444,-9.466666666666667,-2.2444444444444445,-5.777777777777778,3.2444444444444445,0.4666666666666667,-7.155555555555556,7.933333333333334,2.2222222222222223,3.977777777777778,11.777777777777779,2.2888888888888888
2020-09-23 15:11:00,-3.933333333333333,-9.533333333333333,-2.2888888888888888,-5.777777777777778,3.3777777777777778,0.6666666666666666,-7.088888888888889,8.0,2.0444444444444443,4.022222222222222,11.88888888888889,2.3555555555555556
2020-09-23 15:12:00,-3.8222222222222224,-9.577777777777778,-2.311111111111111,-5.7555555555555555,3.466666666666667,0.8222222222222222,-7.022222222222222,8.088888888888889,1.8666666666666667,4.066666666666666,11.977777777777778,2.4444444444444446
2020-09-23 15:13:00,-3.7111111111111112,-9.622222222222222,-2.311111111111111,-5.733333333333333,3.511111111111111,0.9333333333333333,-6.977777777777778,8.177777777777777,1.711111111111111,4.088888888888889,12.066666666666666,2.511111111111111
2020-09-23 15:14:00,-3.6,-9.644444444444444,-2.311111111111111,-5.688888888888889,3.511111111111111,1.0,-6.955555555555556,8.266666666666667,1.5555555555555556,4.088888888888889,12.177777777777777,2.577777777777778
2020-09-23 15:15:00,-3.488888888888889,-9.71111111111111,-2.311111111111111,-5.644444444444445,3.511111111111111,1.0666666666666667,-6.888888888888889,8.355555555555556,1.4222222222222223,4.044444444444444,12.266666666666667,2.6666666666666665
2020-09-23 15:16:00,-3.3555555555555556,-9.822222222222223,-2.2888888888888888,-5.6,3.511111111111111,1.0888888888888888,-6.866666666666666,8.444444444444445,1.3111111111111111,4.022222222222222,12.4,2.7555555555555555
2020-09-23 15:17:00,-3.1777777777777776,-9.977777777777778,-2.2888888888888888,-5.533333333333333,3.533333333333333,1.0888888888888888,-6.822222222222222,8.555555555555555,1.2,3.977777777777778,12.511111111111111,2.8
2020-09-23 15:18:00,-3.0,-10.11111111111111,-2.2888888888888888,-5.466666666666667,3.5555555555555554,1.0888888888888888,-6.7555555555555555,8.644444444444444,1.1111111111111112,3.9555555555555557,12.577777777777778,2.8444444444444446
2020-09-23 15:19:00,-2.8,-10.2,-2.3333333333333335,-5.444444444444445,3.577777777777778,1.1111111111111112,-6.711111111111111,8.733333333333333,1.0,3.9555555555555557,12.622222222222222,2.933333333333333
2020-09-23 15:20:00,-2.5555555555555554,-10.311111111111112,-2.3777777777777778,-5.4222222222222225,3.577777777777778,1.1555555555555554,-6.622222222222222,8.866666666666667,0.9111111111111111,3.9555555555555557,12.688888888888888,3.0
2020-09-23 15:21:00,-2.3333333333333335,-10.422222222222222,-2.422222222222222,-5.4222222222222225,3.6222222222222222,1.1555555555555554,-6.533333333333333,9.0,0.8444444444444444,3.9555555555555557,12.8,3.066666666666667
2020-09-23 15:22:00,-2.066666666666667,-10.555555555555555,-2.466666666666667,-5.4,3.6444444444444444,1.1555555555555554,-6.466666666666667,9.133333333333333,0.7777777777777778,3.9555555555555557,12.88888888888889,3.1333333333333333
2020-09-23 15:23:00,-1.8222222222222222,-10.71111111111111,-2.466666666666667,-5.333333333333333,3.6444444444444444,1.1555555555555554,-6.377777777777778,9.311111111111112,0.7111111111111111,3.977777777777778,12.955555555555556,3.2
2020-09-23 15:24:00,-1.5555555555555556,-10.866666666666667,-2.511111111111111,-5.266666666666667,3.6444444444444444,1.1333333333333333,-6.288888888888889,9.533333333333333,0.6666666666666666,4.0,13.0,3.2666666666666666
2020-09-23 15:25:00,-1.288888888888889,-11.066666666666666,-2.533333333333333,-5.2444444444444445,3.6666666666666665,1.1555555555555554,-6.177777777777778,9.755555555555556,0.6222222222222222,4.044444444444444,13.0,3.311111111111111
2020-09-23 15:26:00,-1.0,-11.266666666666667,-2.511111111111111,-5.222222222222222,3.6666666666666665,1.1777777777777778,-6.066666666666666,9.977777777777778,0.5555555555555556,4.111111111111111,13.0,3.4
2020-09-23 15:27:00,-0.7333333333333333,-11.444444444444445,-2.488888888888889,-5.2,3.7111111111111112,1.1555555555555554,-6.0,10.222222222222221,0.5111111111111111,4.133333333333334,13.022222222222222,3.466666666666667
2020-09-23 15:28:00,-0.4888888888888889,-11.577777777777778,-2.466666666666667,-5.2,3.7555555555555555,1.1333333333333333,-5.977777777777778,10.488888888888889,0.4444444444444444,4.177777777777778,13.066666666666666,3.5555555555555554
2020-09-23 15:29:00,-0.2222222222222222,-11.71111111111111,-2.422222222222222,-5.2,3.7777777777777777,1.0888888888888888,-5.977777777777778,10.777777777777779,0.37777777777777777,4.2444444444444445,13.11111111111111,3.6222222222222222
2020-09-23 15:30:00,0.044444444444444446,-11.844444444444445,-2.4,-5.2,3.7777777777777777,1.0,-6.0,11.022222222222222,0.3333333333333333,4.355555555555555,13.133333333333333,3.6666666666666665
2020-09-23 15:31:00,0.3111111111111111,-11.933333333333334,-2.422222222222222,-5.2,3.7333333333333334,0.9111111111111111,-5.977777777777778,11.222222222222221,0.3333333333333333,4.466666666666667,13.177777777777777,3.688888888888889
2020-09-23 15:32:00,0.5333333333333333,-11.977777777777778,-2.4444444444444446,-5.2,3.688888888888889,0.8444444444444444,-5.911111111111111,11.466666666666667,0.35555555555555557,4.5777777777777775,13.266666666666667,3.7111111111111112
2020-09-23 15:33:00,0.8,-11.977777777777778,-2.422222222222222,-5.2,3.6666666666666665,0.7777777777777778,-5.822222222222222,11.666666666666666,0.4,4.688888888888889,13.333333333333334,3.7777777777777777
2020-09-23 15:34:00,1.0222222222222221,-11.977777777777778,-2.3777777777777778,-5.177777777777778,3.6222222222222222,0.7555555555555555,-5.733333333333333,11.88888888888889,0.4,4.822222222222222,13.377777777777778,3.8222222222222224
2020-09-23 15:35:00,1.2444444444444445,-12.022222222222222,-2.311111111111111,-5.2,3.5555555555555554,0.7555555555555555,-5.688888888888889,12.088888888888889,0.4,4.977777777777778,13.4,3.8444444444444446
2020-09-23 15:36:00,1.4666666666666666,-12.066666666666666,-2.2444444444444445,-5.177777777777778,3.488888888888889,0.7777777777777778,-5.644444444444445,12.244444444444444,0.4444444444444444,5.133333333333334,13.4,3.8666666666666667
2020-09-23 15:37:00,1.6888888888888889,-12.133333333333333,-2.2222222222222223,-5.133333333333334,3.4444444444444446,0.7555555555555555,-5.5777777777777775,12.422222222222222,0.5333333333333333,5.311111111111111,13.4,3.8666666666666667
2020-09-23 15:38:00,1.9333333333333333,-12.2,-2.1777777777777776,-5.088888888888889,3.422222222222222,0.7111111111111111,-5.533333333333333,12.555555555555555,0.6,5.511111111111111,13.4,3.888888888888889
2020-09-23 15:39:00,2.1777777777777776,-12.244444444444444,-2.1333333333333333,-5.044444444444444,3.3777777777777778,0.6444444444444445,-5.511111111111111,12.666666666666666,0.6666666666666666,5.711111111111111,13.377777777777778,3.911111111111111
2020-09-23 15:40:00,2.3777777777777778,-12.28888888888889,-2.088888888888889,-4.955555555555556,3.3333333333333335,0.5777777777777777,-5.488888888888889,12.755555555555556,0.7111111111111111,5.888888888888889,13.355555555555556,3.9555555555555557
2020-09-23 15:41:00,2.577777777777778,-12.333333333333334,-2.0444444444444443,-4.866666666666666,3.2888888888888888,0.4666666666666667,-5.488888888888889,12.866666666666667,0.7555555555555555,6.066666666666666,13.355555555555556,4.0
2020-09-23 15:42:00,2.7777777777777777,-12.355555555555556,-1.9555555555555555,-4.777777777777778,3.2666666666666666,0.37777777777777777,-5.466666666666667,12.955555555555556,0.8,6.2444444444444445,13.333333333333334,4.044444444444444
2020-09-23 15:43:00,3.0,-12.377777777777778,-1.8444444444444446,-4.644444444444445,3.2666666666666666,0.28888888888888886,-5.466666666666667,13.0,0.8444444444444444,6.377777777777778,13.28888888888889,4.088888888888889
2020-09-23 15:44:00,3.2222222222222223,-12.4,-1.7777777777777777,-4.555555555555555,3.2666666666666666,0.2222222222222222,-5.488888888888889,13.022222222222222,0.9333333333333333,6.466666666666667,13.222222222222221,4.133333333333334
2020-09-23 15:45:00,3.4,-12.444444444444445,-1.6666666666666667,-4.511111111111111,3.311111111111111,0.13333333333333333,-5.511111111111111,13.022222222222222,1.0444444444444445,6.555555555555555,13.133333333333333,4.2
2020-09-23 15:46:00,3.5555555555555554,-12.466666666666667,-1.5333333333333334,-4.488888888888889,3.3777777777777778,0.0,-5.533333333333333,13.022222222222222,1.1777777777777778,6.622222222222222,13.066666666666666,4.266666666666667
2020-09-23 15:47:00,3.7111111111111112,-12.444444444444445,-1.4,-4.488888888888889,3.466666666666667,-0.17777777777777778,-5.5777777777777775,13.0,1.288888888888889,6.666666666666667,12.977777777777778,4.355555555555555
2020-09-23 15:48:00,3.8666666666666667,-12.444444444444445,-1.2444444444444445,-4.444444444444445,3.5555555555555554,-0.35555555555555557,-5.622222222222222,13.0,1.4222222222222223,6.733333333333333,12.866666666666667,4.4
2020-09-23 15:49:00,4.066666666666666,-12.488888888888889,-1.0444444444444445,-4.4,3.6666666666666665,-0.5111111111111111,-5.666666666666667,13.0,1.6,6.822222222222222,12.755555555555556,4.4
2020-09-23 15:50:00,4.266666666666667,-12.555555555555555,-0.8666666666666667,-4.355555555555555,3.7555555555555555,-0.6444444444444445,-5.688888888888889,13.044444444444444,1.7333333333333334,6.933333333333334,12.688888888888888,4.377777777777778
2020-09-23 15:51:00,4.488888888888889,-12.644444444444444,-0.6666666666666666,-4.311111111111111,3.8666666666666667,-0.7555555555555555,-5.688888888888889,13.088888888888889,1.8444444444444446,7.022222222222222,12.644444444444444,4.355555555555555
2020-09-23 15:52:00,4.711111111111111,-12.733333333333333,-0.4666666666666667,-4.288888888888889,3.933333333333333,-0.8444444444444444,-5.688888888888889,13.133333333333333,1.9111111111111112,7.088888888888889,12.622222222222222,4.355555555555555
2020-09-23 15:53:00,4.911111111111111,-12.8,-0.26666666666666666,-4.288888888888889,3.977777777777778,-0.9777777777777777,-5.733333333333333,13.222222222222221,2.022222222222222,7.155555555555556,12.577777777777778,4.377777777777778
2020-09-23 15:54:00,5.155555555555556,-12.866666666666667,-0.08888888888888889,-4.311111111111111,4.044444444444444,-1.1555555555555554,-5.7555555555555555,13.311111111111112,2.088888888888889,7.2444444444444445,12.533333333333333,4.4
2020-09-23 15:55:00,5.377777777777778,-12.933333333333334,0.06666666666666667,-4.311111111111111,4.088888888888889,-1.3333333333333333,-5.777777777777778,13.377777777777778,2.1555555555555554,7.333333333333333,12.511111111111111,4.4222222222222225
2020-09-23 15:56:00,5.5777777777777775,-12.955555555555556,0.26666666666666666,-4.288888888888889,4.111111111111111,-1.5333333333333334,-5.8,13.466666666666667,2.2222222222222223,7.377777777777778,12.466666666666667,4.466666666666667
2020-09-23 15:57:00,5.7555555555555555,-13.0,0.4666666666666667,-4.288888888888889,4.133333333333334,-1.711111111111111,-5.844444444444444,13.555555555555555,2.2666666666666666,7.444444444444445,12.444444444444445,4.533333333333333
2020-09-23 15:58:00,5.933333333333334,-13.044444444444444,0.6222222222222222,-4.288888888888889,4.155555555555556,-1.8444444444444446,-5.866666666666666,13.644444444444444,2.2666666666666666,7.533333333333333,12.377777777777778,4.622222222222222
2020-09-23 15:59:00,6.155555555555556,-13.066666666666666,0.7777777777777778,-4.311111111111111,4.222222222222222,-1.9555555555555555,-5.888888888888889,13.733333333333333,2.2666666666666666,7.622222222222222,12.28888888888889,4.711111111111111
2020-09-23 16:00:00,6.377777777777778,-13.088888888888889,0.9111111111111111,-4.333333333333333,4.288888888888889,-2.088888888888889,-5.911111111111111,13.822222222222223,2.2444444444444445,7.7555555555555555,12.244444444444444,4.822222222222222
2020-09-23 16:01:00,6.5777777777777775,-13.066666666666666,1.0444444444444445,-4.311111111111111,4.333333333333333,-2.2222222222222223,-5.933333333333334,13.866666666666667,2.2222222222222223,7.888888888888889,12.2,4.955555555555556
2020-09-23 16:02:00,6.733333333333333,-13.044444444444444,1.2,-4.266666666666667,4.355555555555555,-2.311111111111111,-5.977777777777778,13.88888888888889,2.2444444444444445,8.066666666666666,12.133333333333333,5.088888888888889
2020-09-23 16:03:00,6.933333333333334,-13.044444444444444,1.4,-4.222222222222222,4.377777777777778,-2.422222222222222,-6.044444444444444,13.911111111111111,2.2666666666666666,8.266666666666667,12.088888888888889,5.222222222222222
2020-09-23 16:04:00,7.111111111111111,-13.088888888888889,1.6,-4.177777777777778,4.355555555555555,-2.5555555555555554,-6.088888888888889,13.911111111111111,2.311111111111111,8.444444444444445,12.066666666666666,5.355555555555555
2020-09-23 16:05:00,7.288888888888889,-13.088888888888889,1.7777777777777777,-4.133333333333334,4.355555555555555,-2.7111111111111112,-6.155555555555556,13.866666666666667,2.3777777777777778,8.644444444444444,12.044444444444444,5.511111111111111
